,chip,month,score
2934,575baad1,8,0.957
2935,576995d9,8,0.974
2936,576b40f2,9,0.969
2937,5771dc57,8,0.961
2938,57732826,8,0.959
2939,5775939c,3,0.927
2940,577c028a,7,0.94
2941,5784432e,8,0.978
2942,579743f9,4,0.6619999999999999
2943,579a0e71,0,0.953
2944,57a2e686,8,0.81
2945,57ae20a0,7,0.982
2946,57ae707d,9,0.952
2947,57b987e6,0,0.968
2948,57cb2668,9,0.916
2949,57ccf4c2,7,0.988
2950,57d42263,9,0.959
2951,57d631ab,9,0.958
2952,57d7d401,8,0.953
2953,57dc0307,8,0.974
2954,57e24257,1,0.906
2955,57f0ce69,7,0.956
2956,57fd4a58,8,0.972
2957,5803ff04,7,0.981
2958,58062538,0,0.958
2959,580f49a8,10,0.965
2960,580fbbf0,0,0.253
2961,58172e70,8,0.956
2962,5818feec,6,0.92
2963,5819069c,8,0.911
2964,581c4f4f,10,0.958
2965,5821c1cd,10,0.969
2966,583086ce,8,0.914
2967,5835ab58,9,0.913
2968,584cbcf7,7,0.975
2969,584e3e68,9,0.906
2970,58554409,9,0.99
2971,58563c15,0,0.952
2972,585a66c5,10,0.955
2973,5863b19c,9,0.923
2974,586963ac,0,0.902
2975,586d1fd6,9,0.953
2976,5872af2f,10,0.9319999999999999
2977,5872e4d5,9,0.976
2978,58764fa4,9,0.943
2979,587c17bb,8,0.973
2980,5888b9f4,10,0.989
2981,588c0efe,1,0.983
2982,5893017e,8,0.963
2983,58938e46,2,0.961
2984,58b001dc,8,0.951
2985,58b4533a,9,0.986
2986,58bdf09d,3,0.8280000000000001
2987,58bfb923,4,0.91
2988,58c6c3a8,9,0.958
2989,58df333c,8,0.901
2990,58e935f0,8,0.97
2991,58ea6492,3,0.938
2992,58ed5834,8,0.903
2993,58fd9072,11,0.919
2994,590f9f4f,9,0.916
2995,59186b61,8,0.953
2996,591a57ff,7,0.965
2997,591de105,9,0.914
2998,59200808,8,0.982
2999,5928d0f4,10,0.922
3000,5929ef10,4,0.928
3001,592a4ea2,8,0.913
3002,593c02a4,9,0.925
3003,593d2380,7,0.949
3004,59402b52,0,0.914
3005,594121d5,8,0.944
3006,59526d80,0,0.917
3007,5953ac94,10,0.988
3008,5957a5cc,8,0.9299999999999999
3009,5966ca2d,4,0.891
3010,596d1c3d,8,0.943
3011,5979f8fc,5,0.942
3012,598a9bb3,9,0.9390000000000001
3013,59930c31,9,0.978
3014,599ab469,0,0.964
3015,599e0a82,8,0.959
3016,59a368d2,0,0.938
3017,59a9c2db,7,0.974
3018,59b37278,9,0.905
3019,59b92f93,9,0.916
3020,59be4af3,0,0.983
3021,59c90664,10,0.918
3022,59c91c9b,8,0.953
3023,59d0aa76,10,0.946
3024,59dcfa44,11,0.859
3025,59dd88c3,5,0.877
3026,59e1d17b,3,0.927
3027,59e4b726,7,0.968
3028,59e9d976,9,0.958
3029,59ebc330,7,0.9410000000000001
3030,59f1d91f,9,0.99
3031,59f2ffd8,9,0.923
3032,59fc8d5e,8,0.909
3033,59fddb6d,8,0.9390000000000001
3034,5a00c0c2,7,0.965
3035,5a030a2e,11,0.979
3036,5a1bc9dd,11,0.982
3037,5a2aa82c,8,0.975
3038,5a2d1b36,8,0.984
3039,5a327e27,10,0.915
3040,5a3a5866,2,0.905
3041,5a4a5f4f,8,0.964
3042,5a517bca,0,0.924
3043,5a525002,8,0.981
3044,5a535ede,8,0.915
3045,5a539eb2,9,0.894
3046,5a683df8,8,0.975
3047,5a737c41,0,0.968
3048,5a79f90f,9,0.95
3049,5a7b41ab,8,0.956
3050,5a7dfb14,0,0.971
3051,5a8105dc,8,0.9339999999999999
3052,5a88abca,11,0.952
3053,5a8abe43,10,0.986
3054,5a9ab239,2,0.977
3055,5a9e10c8,1,0.795
3056,5aa29796,0,0.974
3057,5aa60f00,8,0.819
3058,5aa723df,7,0.906
3059,5ab33dab,8,0.974
3060,5abcc1df,7,0.958
3061,5ac79796,7,0.9339999999999999
3062,5aca0302,9,0.958
3063,5acc7439,9,0.964
3064,5ad566bf,8,0.9410000000000001
3065,5ad5aa38,7,0.919
3066,5ae93037,7,0.966
3067,5af4f533,5,0.96
3068,5af51ce0,10,0.956
3069,5af83b04,9,0.94
3070,5afb4ef4,7,0.796
3071,5aff5163,3,0.513
3072,5b079b0d,8,0.927
3073,5b096fc0,11,0.911
3074,5b0f2bcd,7,0.96
3075,5b122d44,9,0.971
3076,5b17354c,3,0.961
3077,5b1e34a1,8,0.972
3078,5b2b7778,6,0.958
3079,5b305c89,9,0.943
3080,5b35dd74,4,0.94
3081,5b3d2da6,1,0.948
3082,5b5f066e,9,0.9339999999999999
3083,5b711a4a,0,0.902
3084,5b76f1bb,2,0.956
3085,5b8820df,9,0.949
3086,5b8a930b,9,0.912
3087,5b8c03b1,8,0.949
3088,5b90f25b,7,0.982
3089,5b92ed35,8,0.964
3090,5b958240,5,0.982
3091,5b96e84b,8,0.951
3092,5b978df9,0,0.968
3093,5ba504e6,7,0.9339999999999999
3094,5bb263ee,8,0.99
3095,5bb886d8,9,0.961
3096,5bb97720,7,0.913
3097,5bb9e2d3,0,0.956
3098,5bc1be29,7,0.964
3099,5bc3f082,0,0.955
3100,5bcb1ecf,8,0.959
3101,5bdc86f5,8,0.972
3102,5bdda504,10,0.911
3103,5bde1a21,0,0.978
3104,5bdfad73,8,0.983
3105,5be3f080,7,0.956
3106,5be9e868,10,0.955
3107,5bec6405,0,0.963
3108,5bee53e9,8,0.96
3109,5bf2cca6,8,0.962
3110,5bf32365,4,0.924
3111,5c084ad0,6,0.948
3112,5c0a85de,8,0.979
3113,5c0d58a0,8,0.972
3114,5c11f054,8,0.913
3115,5c21278a,8,0.9339999999999999
3116,5c215c7a,10,0.956
3117,5c2461bb,6,0.928
3118,5c24e281,2,0.978
3119,5c2b2c81,9,0.974
3120,5c3759da,0,0.964
3121,5c377aa8,0,0.974
3122,5c38c939,9,0.933
3123,5c39a1a5,9,0.9339999999999999
3124,5c3f826a,8,0.954
3125,5c4aba05,8,0.9390000000000001
3126,5c4f26f3,8,0.904
3127,5c5164ad,11,0.73
3128,5c52f7db,11,0.956
3129,5c553488,7,0.933
3130,5c554950,10,0.966
3131,5c5604bf,10,0.956
3132,5c5e6a03,11,0.97
3133,5c5fb630,4,0.974
3134,5c64f226,6,0.99
3135,5c6803ba,0,0.952
3136,5c6b3101,6,0.954
3137,5c720c59,10,0.914
3138,5c90aa3b,2,0.9
3139,5c9e1cff,8,0.949
3140,5c9e9d39,10,0.975
3141,5c9e9f6c,9,0.979
3142,5cad4125,8,0.995
3143,5cb6ce42,0,0.949
3144,5cbf3b66,8,0.887
3145,5cc49f19,8,0.97
3146,5cc7841a,8,0.955
3147,5cd2feed,1,0.849
3148,5cd803cc,8,0.945
3149,5cda43d8,8,0.773
3150,5cf96714,1,0.908
3151,5cfa3fbb,8,0.962
3152,5cfc5cd8,11,0.951
3153,5d0271e8,10,0.963
3154,5d09e8ac,9,0.924
3155,5d0ccf1d,9,0.95
3156,5d19b726,7,0.976
3157,5d1ae03b,9,0.974
3158,5d1b9393,9,0.928
3159,5d204231,8,0.9410000000000001
3160,5d20d93e,9,0.953
3161,5d295b25,2,0.9390000000000001
3162,5d2b0930,9,0.974
3163,5d2c322f,9,0.958
3164,5d2ef840,10,0.982
3165,5d4aabd5,10,0.951
3166,5d589c46,0,0.962
3167,5d61a4cf,8,0.959
3168,5d63d501,7,0.951
3169,5d68228e,10,0.962
3170,5d71b3c1,7,0.951
3171,5d80a4a0,5,0.981
3172,5d8435af,3,0.968
3173,5d87b1d3,0,0.921
3174,5d8ffbe6,11,0.945
3175,5d9667fc,9,0.952
3176,5d9d79b2,7,0.919
3177,5daa001f,8,0.926
3178,5dab7c95,8,0.957
3179,5dadfa5e,3,0.963
3180,5db0fdc9,9,0.962
3181,5dc5f029,11,0.99
3182,5dcfbf7d,3,0.975
3183,5dd36af3,9,0.901
3184,5ddb3118,10,0.959
3185,5de2ce8e,9,0.937
3186,5de517e7,8,0.949
3187,5defdb11,11,0.956
3188,5df45055,8,0.956
3189,5dfab4af,9,0.963
3190,5dfc16de,11,0.98
3191,5e012afb,10,0.985
3192,5e0e21c0,2,0.775
3193,5e14ecbe,8,0.9299999999999999
3194,5e182ed3,10,0.964
3195,5e211e71,0,0.966
3196,5e25cdb2,8,0.965
3197,5e271750,3,0.917
3198,5e2f5c0d,8,0.938
3199,5e33ee3e,10,0.955
3200,5e371ba3,3,0.524
3201,5e475773,9,0.957
3202,5e59db74,2,0.929
3203,5e5d9aff,11,0.903
3204,5e69cd30,8,0.927
3205,5e7dd194,7,0.959
3206,5e848a66,6,0.946
3207,5e8876b8,7,0.973
3208,5e8c80a2,10,0.908
3209,5e970c70,7,0.962
3210,5e983500,8,0.969
3211,5ea0e8da,7,0.953
3212,5eaa0fb3,11,0.961
3213,5ebf0ca8,8,0.925
3214,5ec6c637,9,0.952
3215,5ede7182,8,0.952
3216,5ee3c81d,8,0.962
3217,5eec5216,7,0.976
3218,5ef62f01,4,0.935
3219,5efcdbb6,11,0.973
3220,5f180112,7,0.9359999999999999
3221,5f1a5bc5,7,0.947
3222,5f22b1f7,8,0.995
3223,5f29a7a5,2,0.969
3224,5f3a94cf,9,0.948
3225,5f4243c4,9,0.98
3226,5f5e708d,11,0.922
3227,5f5f818f,3,0.763
3228,5f5fc4b2,8,0.966
3229,5f608897,0,0.9299999999999999
3230,5f7994aa,1,0.912
3231,5f7e84f0,8,0.908
3232,5f7ec7c5,6,0.943
3233,5f86bb66,8,0.91
3234,5f8d45b2,9,0.915
3235,5f90d3ba,7,0.954
3236,5f92b41b,8,0.952
3237,5f9405d5,7,0.944
3238,5f9f06cf,8,0.972
3239,5f9f9408,10,0.978
3240,5fa1d0b5,8,0.973
3241,5fa62918,8,0.922
3242,5fa78bb4,11,0.918
3243,5faa665e,0,0.96
3244,5fb27da1,5,0.8140000000000001
3245,5fd1dcf0,8,0.951
3246,5fd2665b,2,0.951
3247,5fd30ede,7,0.961
3248,5fd96fd9,10,0.951
3249,5fe2bef0,10,0.958
3250,5fe7c86b,10,0.952
3251,5fe86d0c,9,0.971
3252,5ff4d5d0,0,0.946
3253,5ffea124,9,0.909
3254,60032d85,9,0.906
3255,60125b7e,6,0.923
3256,6028f0fc,6,0.964
3257,603a2d7e,8,0.955
3258,603ad01e,2,0.904
3259,603fd1a1,0,0.953
3260,603fdcac,8,0.92
3261,60673e5b,7,0.976
3262,60805364,9,0.96
3263,60807d88,9,0.962
3264,60830394,9,0.953
3265,6083b063,10,0.893
3266,60915fac,10,0.971
3267,6094996b,0,0.954
3268,60989f28,8,0.956
3269,609c9407,8,0.914
3270,60a21ab8,9,0.965
3271,60a6f1e2,7,0.931
3272,60a88357,11,0.904
3273,60cdbf97,7,0.922
3274,60ec1d24,8,0.971
3275,60f145ed,0,0.927
3276,60f43e08,0,0.948
3277,611cfadd,2,0.938
3278,6124161a,8,0.979
3279,61256a83,8,0.927
3280,6128f2cf,9,0.953
3281,61314a30,8,0.966
3282,61325166,9,0.926
3283,613c3eaf,10,0.979
3284,615856af,5,0.906
3285,6164ccec,0,0.956
3286,616def13,8,0.938
3287,6173624a,2,0.44299999999999995
3288,617b7fa2,8,0.907
3289,61804a4a,8,0.922
3290,61895f75,7,0.917
3291,61913309,3,0.774
3292,61a08b76,8,0.94
3293,61a372af,0,0.868
3294,61a7ff2c,9,0.961
3295,61ac0b76,2,0.926
3296,61c8144e,9,0.98
3297,61cacb0d,5,0.9390000000000001
3298,61cf013d,9,0.966
3299,61d1742d,3,0.889
3300,61d321f1,7,0.944
3301,61d466ac,10,0.904
3302,61d5c326,7,0.778
3303,61d6c948,10,0.277
3304,61dc34a5,10,0.909
3305,61e132b9,9,0.973
3306,61eba3b4,8,0.927
3307,61f06e91,9,0.96
3308,61f09a5d,10,0.926
3309,61f23175,8,0.956
3310,61f2f665,7,0.962
3311,61fe6342,8,0.938
3312,62054171,10,0.964
3313,62065a57,7,0.903
3314,620d7e33,3,0.9390000000000001
3315,6211e53a,0,0.974
3316,62135d07,0,0.975
3317,621a6e2f,7,0.944
3318,621b36c5,9,0.922
3319,621f06ef,1,0.9319999999999999
3320,62204b22,7,0.992
3321,62399a0f,7,0.905
3322,62521250,5,0.968
3323,62583597,8,0.9319999999999999
3324,6258853c,3,0.949
3325,625be731,0,0.976
3326,626100d8,10,0.962
3327,62792c08,8,0.907
3328,6282fc03,1,0.968
3329,628aa4ac,10,0.903
3330,628baa6f,8,0.958
3331,6294650e,7,0.965
3332,62a96a63,8,0.957
3333,62bd2bc7,7,0.971
3334,62c21efd,9,0.903
3335,62c5de47,9,0.972
3336,62cbc4b4,3,0.901
3337,62de8d3a,1,0.938
3338,62df7a2f,7,0.956
3339,62e0f14d,8,0.838
3340,62e1f863,8,0.907
3341,62ec80c0,11,0.957
3342,62fb4d2c,8,0.937
3343,6309008d,0,0.977
3344,6322a812,8,0.991
3345,63286b0e,10,0.955
3346,6331fe86,8,0.946
3347,63347854,7,0.97
3348,6334a45d,9,0.983
3349,633dfe92,11,0.953
3350,6342b861,7,0.952
3351,63474280,3,0.976
3352,634e7591,9,0.957
3353,635ef9d0,7,0.985
3354,636b9f7e,8,0.943
3355,63757ba1,4,0.964
3356,6380be28,9,0.944
3357,6382bef8,11,0.959
3358,63847604,11,0.921
3359,638973e5,7,0.918
3360,638c0c3a,8,0.929
3361,638d4763,8,0.953
3362,63a2b596,10,0.942
3363,63a32fc7,10,0.995
3364,63aa874a,8,0.952
3365,63ab75b7,7,0.975
3366,63abb559,0,0.94
3367,63ada952,8,0.905
3368,63b18f45,6,0.851
3369,63b5e2a5,0,0.943
3370,63c06c25,0,0.931
3371,63c3abd5,5,0.929
3372,63d80a6c,8,0.966
3373,63e6b6fc,8,0.923
3374,63ea3d4a,4,0.872
3375,63f34ad2,0,0.963
3376,6405b658,9,0.985
3377,6407e823,11,0.9410000000000001
3378,640d929b,1,0.45099999999999996
3379,641b7ad2,8,0.972
3380,641dcf09,7,0.961
3381,64294cc2,9,0.974
3382,6439cfca,0,0.894
3383,643d6416,5,0.933
3384,645f6893,0,0.958
3385,6464b076,8,0.988
3386,64654687,8,0.954
3387,646a72f5,10,0.962
3388,646c9f5d,2,0.955
3389,646dfb1d,11,0.789
3390,647a94da,7,0.924
3391,6480947f,9,0.971
3392,6482e411,6,0.9410000000000001
3393,64999aff,7,0.903
3394,649c2f77,9,0.955
3395,649cdb41,9,0.901
3396,649cfa02,9,0.945
3397,64a25004,8,0.97
3398,64a71d86,9,0.911
3399,64a95bc2,9,0.966
3400,64b1614e,11,0.904
3401,64bf09df,8,0.9319999999999999
3402,64c6fd83,10,0.95
3403,64caa316,7,0.95
3404,64d47b9c,9,0.99
3405,64d5dfb8,11,0.969
3406,64d62f3c,0,0.955
3407,64d841f8,3,0.949
3408,64dbcf81,8,0.943
3409,64dc12af,7,0.953
3410,64ddc180,10,0.887
3411,64df3601,8,0.952
3412,64f70d75,11,0.912
3413,65032966,10,0.96
3414,650b85fa,0,0.981
3415,6513c9a3,8,0.928
3416,651d91c8,8,0.937
3417,651ef6c7,7,0.916
3418,651f758f,11,0.94
3419,6532bc86,0,0.957
3420,653bcc9b,2,0.908
3421,654c2231,8,0.969
3422,654cbe4b,5,0.983
3423,65533cf8,9,0.96
3424,6558c513,5,0.95
3425,655dae82,8,0.956
3426,65613ec7,9,0.92
3427,6562cd1b,2,0.944
3428,65758986,8,0.962
3429,65897f01,9,0.985
3430,658d7ff4,8,0.919
3431,658db8a4,5,0.957
3432,659bbf67,2,0.988
3433,659d717e,2,0.972
3434,65a114ad,0,0.955
3435,65aaa118,7,0.954
3436,65abe066,4,0.653
3437,65b52f43,0,0.96
3438,65be5931,8,0.953
3439,65c04fe3,0,0.946
3440,65c26a78,10,0.96
3441,65dade6f,8,0.921
3442,65e2270f,8,0.972
3443,65e3f853,8,0.901
3444,65e6197a,9,0.98
3445,65ed70e6,7,0.954
3446,65f70c48,8,0.963
3447,66010fc7,7,0.902
3448,660288de,11,0.956
3449,660fb08e,8,0.903
3450,66133b24,7,0.971
3451,6615efcf,7,0.955
3452,661ff4bc,8,0.916
3453,662b8764,0,0.948
3454,663ddde0,10,0.946
3455,66419275,6,0.904
3456,66453fdb,10,0.975
3457,6649e6c5,3,0.595
3458,6657a718,10,0.967
3459,665a9154,3,0.871
3460,665bb75e,11,0.918
3461,665d056f,8,0.97
3462,665e69ce,9,0.964
3463,6678a3ee,7,0.9319999999999999
3464,667fd5b5,2,0.962
3465,667fd8e6,6,0.88
3466,66811cee,11,0.971
3467,66919346,10,0.97
3468,6695c365,11,0.921
3469,66b62ea9,9,0.9410000000000001
3470,66b75c04,9,0.971
3471,66ba3233,8,0.979
3472,66bc70d8,3,0.8069999999999999
3473,66bd450a,2,0.954
3474,66bfd3c5,9,0.982
3475,66c10eba,8,0.907
3476,66c1a458,9,0.957
3477,66c3f4fb,8,0.983
3478,66c99d72,1,0.963
3479,66d0169f,8,0.965
3480,66d36e95,8,0.959
3481,66e97862,2,0.979
3482,66ed7c3a,8,0.964
3483,67042486,9,0.92
3484,671cc3e6,8,0.922
3485,671fb272,5,0.972
3486,67267a49,9,0.935
3487,6750948e,9,0.9390000000000001
3488,6757b11f,7,0.964
3489,676a6095,1,0.945
3490,6776141b,9,0.977
3491,6777305f,10,0.961
3492,6779a305,8,0.846
3493,678837e6,0,0.98
3494,678a72d4,8,0.902
3495,679841c1,8,0.872
3496,679b2ece,0,0.971
3497,67a3e869,8,0.996
3498,67b0d4d7,10,0.783
3499,67b2d704,7,0.952
3500,67c19615,0,0.968
3501,67c23b64,9,0.937
3502,67c3be04,7,0.958
3503,67d3d375,0,0.909
3504,67d81e60,0,0.926
3505,67ef6478,10,0.959
3506,67f03e7b,7,0.956
3507,68083f88,9,0.975
3508,68088d24,9,0.918
3509,680beeff,9,0.902
3510,681421eb,11,0.96
3511,681bc83b,10,0.954
3512,681e259e,8,0.43200000000000005
3513,68225869,0,0.94
3514,68248e7e,8,0.927
3515,6824b37f,8,0.976
3516,6835d118,8,0.92
3517,68364a59,8,0.975
3518,6837875d,3,0.973
3519,683af6a3,8,0.943
3520,68522e17,8,0.931
3521,685cd78c,6,0.977
3522,685f6a42,7,0.967
3523,6860dffd,3,0.938
3524,6862697d,11,0.954
3525,686677b5,9,0.986
3526,686b7200,8,0.984
3527,686b881e,8,0.969
3528,686d7535,10,0.985
3529,688327c8,8,0.954
3530,6885742d,8,0.9319999999999999
3531,688be741,1,0.898
3532,688cc90b,8,0.954
3533,6892de64,7,0.918
3534,68954919,7,0.911
3535,689d405a,0,0.97
3536,68a351c7,7,0.929
3537,68a43ff9,8,0.961
3538,68aacbe0,9,0.923
3539,68c432c1,8,0.94
3540,68c9ff1d,9,0.9339999999999999
3541,68dc844b,10,0.963
3542,68ea9c26,8,0.942
3543,68eba814,8,0.985
3544,68fde75f,7,0.923
3545,690a2215,9,0.961
3546,6913618d,10,0.8109999999999999
3547,691cc55d,2,0.865
3548,6922a609,7,0.925
3549,6928b9b5,9,0.96
3550,692d2063,8,0.901
3551,6935bde1,0,0.899
3552,693a9caf,4,0.9339999999999999
3553,69403baa,8,0.959
3554,694a8682,8,0.954
3555,694d0017,11,0.91
3556,695315f0,8,0.878
3557,69569f26,0,0.957
3558,6967f4df,9,0.959
3559,696a6fde,7,0.907
3560,69758f72,7,0.969
3561,697a9a26,9,0.958
3562,698d250c,8,0.963
3563,69927ae9,0,0.963
3564,69a22dcc,10,0.969
3565,69a46fd6,4,0.911
3566,69a735a6,8,0.921
3567,69b86085,2,0.974
3568,69c62392,5,0.969
3569,69c65a72,9,0.928
3570,69d2fd17,7,0.972
3571,69d8d165,2,0.973
3572,69e7ebab,8,0.966
3573,6a02b0d1,10,0.967
3574,6a0724f5,9,0.904
3575,6a0b1b4b,9,0.965
3576,6a0c247f,8,0.983
3577,6a0e50b1,8,0.874
3578,6a12ba5d,7,0.935
3579,6a141931,9,0.962
3580,6a2668ed,8,0.989
3581,6a2b1f52,9,0.975
3582,6a2db7d8,8,0.994
3583,6a30801c,8,0.978
3584,6a42cae8,7,0.931
3585,6a46fd3f,9,0.913
3586,6a51567f,10,0.966
3587,6a52da44,2,0.968
3588,6a657657,7,0.902
3589,6a68ef19,9,0.929
3590,6a6c8f83,1,0.883
3591,6a749767,0,0.958
3592,6a7901f3,9,0.946
3593,6a87c162,10,0.954
3594,6a8a9fd0,8,0.914
3595,6aa171e3,11,0.952
3596,6aaca534,2,0.7
3597,6ab9fadd,1,0.912
3598,6abeb856,9,0.91
3599,6abf11f1,0,0.947
3600,6ac7243d,8,0.969
3601,6ace0094,7,0.946
3602,6ad754f4,10,0.974
3603,6adde2bd,0,0.978
3604,6ae2427e,0,0.956
3605,6ae3df1b,8,0.956
3606,6ae48dc4,6,0.915
3607,6ae5b0eb,6,0.914
3608,6ae7f34d,8,0.984
3609,6af3ffbe,8,0.937
3610,6afd0a48,9,0.905
3611,6b10666a,8,0.957
3612,6b202453,8,0.943
3613,6b210ad9,8,0.962
3614,6b228c11,8,0.91
3615,6b266529,9,0.955
3616,6b2a9f43,6,0.883
3617,6b2d789b,8,0.968
3618,6b584670,11,0.968
3619,6b58ab67,8,0.935
3620,6b681d82,4,0.914
3621,6b69bec1,8,0.963
3622,6b719763,4,0.968
3623,6b77714e,9,0.907
3624,6b7b2358,9,0.956
3625,6b80027a,10,0.964
3626,6b89ee6e,10,0.953
3627,6b8ba518,8,0.969
3628,6ba58da0,0,0.831
3629,6babb16c,2,0.951
3630,6bad3a84,2,0.848
3631,6bb8df22,1,0.23199999999999998
3632,6bbd1e13,9,0.995
3633,6bbe4907,8,0.961
3634,6bc11363,8,0.937
3635,6bc3b5d0,8,0.961
3636,6bc73eba,9,0.92
3637,6bca9a38,10,0.962
3638,6bcca5a2,11,0.913
3639,6bcfeef7,11,0.919
3640,6bd4ca1e,9,0.9410000000000001
3641,6be3785d,8,0.958
3642,6c038251,8,0.968
3643,6c1868aa,8,0.9359999999999999
3644,6c2ea13b,8,0.966
3645,6c452dda,0,0.979
3646,6c45ae3b,7,0.956
3647,6c46b313,9,0.953
3648,6c504601,7,0.935
3649,6c571cb6,6,0.844
3650,6c5c147e,8,0.903
3651,6c6a68ef,6,0.953
3652,6c6f6122,0,0.9410000000000001
3653,6c71d053,11,0.911
3654,6c7d8b2c,7,0.965
3655,6c8b7d16,7,0.98
3656,6c8eba25,9,0.953
3657,6ca5d866,7,0.948
3658,6caaace0,7,0.96
3659,6cacfd88,7,0.978
3660,6cbda258,8,0.955
3661,6cc12ab7,7,0.96
3662,6cc6f6eb,7,0.958
3663,6cd7e808,7,0.964
3664,6cea2a21,4,0.961
3665,6ced2447,0,0.911
3666,6d08df1e,8,0.982
3667,6d14bc57,8,0.909
3668,6d165c9b,10,0.916
3669,6d2042d7,8,0.983
3670,6d248ea9,7,0.954
3671,6d287bd0,8,0.967
3672,6d2c4bc1,10,0.958
3673,6d3e33bb,9,0.982
3674,6d4177ba,9,0.917
3675,6d4aafb3,1,0.954
3676,6d4d34fa,5,0.925
3677,6d4f57df,10,0.955
3678,6d503b03,2,0.924
3679,6d547de5,2,0.867
3680,6d587a48,0,0.9319999999999999
3681,6d5b7b47,9,0.976
3682,6d5e1ae3,10,0.963
3683,6d663dc3,8,0.9319999999999999
3684,6d679bc6,8,0.972
3685,6d7423ac,0,0.956
3686,6d79574a,8,0.948
3687,6d8bf8ab,10,0.913
3688,6d8ff53f,2,0.94
3689,6d9aed92,8,0.902
3690,6d9e57ee,0,0.955
3691,6dae4dd6,8,0.955
3692,6db9309a,11,0.996
3693,6dbe7145,8,0.904
3694,6dc54a52,1,0.964
3695,6dc711b1,6,0.868
3696,6dc9d510,6,0.947
3697,6dcf85b7,4,0.943
3698,6dd030dc,9,0.922
3699,6dd1bed8,11,0.965
3700,6dd1f686,0,0.973
3701,6dd38ab4,8,0.972
3702,6dd44fa1,8,0.911
3703,6dd48498,10,0.947
3704,6dd840f3,8,0.953
3705,6dea2bc5,0,0.961
3706,6ded5f43,8,0.933
3707,6def885f,11,0.927
3708,6df753f4,10,0.959
3709,6e0aa685,5,0.901
3710,6e0f858a,8,0.978
3711,6e2319ab,7,0.881
3712,6e2e4ead,9,0.957
3713,6e3a8c8f,8,0.993
3714,6e43e402,10,0.908
3715,6e50352d,8,0.903
3716,6e62271a,8,0.919
3717,6e6736fe,4,0.922
3718,6e6aff13,8,0.963
3719,6e72a12f,9,0.969
3720,6e7b8055,9,0.973
3721,6e806428,8,0.914
3722,6e82f302,9,0.955
3723,6e91c55b,8,0.94
3724,6e91dd96,7,0.96
3725,6e99ee47,0,0.992
3726,6eb7b4c1,8,0.972
3727,6eb96864,8,0.937
3728,6edbe140,8,0.92
3729,6ee1bfdc,9,0.902
3730,6eece71d,8,0.966
3731,6eed3273,0,0.925
3732,6ef49136,10,0.908
3733,6efb20d9,7,0.9339999999999999
3734,6f3019e4,8,0.9319999999999999
3735,6f363ca6,9,0.912
3736,6f376a1c,5,0.955
3737,6f42a6a6,9,0.933
3738,6f484a7c,11,0.9
3739,6f4a3728,9,0.982
3740,6f4f4341,7,0.959
3741,6f51dd2b,4,0.9359999999999999
3742,6f5eb444,0,0.957
3743,6f681639,8,0.908
3744,6f75a083,3,0.901
3745,6f772cb7,9,0.985
3746,6f79b1e3,11,0.998
3747,6f7c12f5,9,0.955
3748,6f7f46bf,5,0.952
3749,6f9c17b7,9,0.958
3750,6f9dabb3,7,0.969
3751,6fa8da31,0,0.951
3752,6fc3368d,8,0.928
3753,6fc58957,8,0.953
3754,6fcf7a16,10,0.9410000000000001
3755,6fd150b5,0,0.914
3756,6fdb3588,7,0.953
3757,6fdff817,7,0.977
3758,6febbcb6,11,0.955
3759,6feddf13,11,0.974
3760,6ff6c651,9,0.899
3761,700acd90,10,0.901
3762,7010a143,9,0.964
3763,701493da,8,0.971
3764,7019883c,8,0.969
3765,7019a95b,7,0.963
3766,7020a3e3,10,0.946
3767,70250bd3,8,0.997
3768,7029f026,9,0.922
3769,70313d4b,10,0.906
3770,7034edd1,7,0.9319999999999999
3771,703674f2,8,0.9359999999999999
3772,70385700,1,0.986
3773,703db447,8,0.956
3774,704ea21b,9,0.927
3775,7050778a,8,0.984
3776,70573a8c,8,0.946
3777,705af243,8,0.954
3778,705f4524,10,0.947
3779,70617715,0,0.894
3780,706c5059,9,0.967
3781,706ffe23,9,0.975
3782,70785d70,6,0.975
3783,70795040,10,0.956
3784,7085a844,11,0.96
3785,708904d8,8,0.949
3786,7096125b,11,0.962
3787,709711cb,8,0.928
3788,70b74739,9,0.952
3789,70bc2c6f,6,0.958
3790,70c469f7,10,0.951
3791,70c9c9ac,0,0.958
3792,70da786e,2,0.952
3793,70dbbfd2,9,0.951
3794,70dd8217,8,0.942
3795,70dfd90b,8,0.986
3796,70e1125f,8,0.961
3797,70e41191,8,0.983
3798,70f2778b,0,0.955
3799,70fca2ff,9,0.962
3800,710dd262,8,0.979
3801,710ec495,0,0.959
3802,711aae75,8,0.96
3803,7123e5f5,8,0.955
3804,71246f98,11,0.974
3805,712afd7b,1,0.948
3806,713fa586,10,0.963
3807,7148c981,9,0.9299999999999999
3808,715907b3,8,0.963
3809,715c1d76,7,0.969
3810,715cbe54,9,0.949
3811,715ff2d9,9,0.972
3812,7164a926,8,0.962
3813,71657383,6,0.971
3814,716efd5b,8,0.927
3815,7178cc89,7,0.957
3816,717b1c7f,8,0.964
3817,7184cbbb,10,0.974
3818,718a93b8,8,0.957
3819,718ce102,11,0.901
3820,7196e440,7,0.935
3821,7199d9b4,7,0.948
3822,71a4c0cf,7,0.957
3823,71aca395,9,0.958
3824,71b00dd5,0,0.9319999999999999
